Class,Method Name,Arg/Ret/Var,Variable Name,Inferred Type,Original Type,Exact (E) / Up to Parameter (P) / Got Type (T) / None (N),Solution Source,Source Code
TZInfo::Timestamp,add_and_set_utc_offset,Ret,"",Object,Timestamp,T,Constraints,"def add_and_set_utc_offset(seconds, utc_offset)
      raise ArgumentError, 'seconds must be an Integer' unless seconds.kind_of?(Integer)
      raise ArgumentError, 'utc_offset must be an Integer, :utc or nil' if utc_offset && utc_offset != :utc && !utc_offset.kind_of?(Integer)
      return self if seconds == 0 && utc_offset == (@utc ? :utc : @utc_offset)
      Timestamp.send(:new!, @value + seconds, @sub_second, utc_offset)
    end"
TZInfo::Timestamp,utc,Ret,"",Object,Timestamp,T,Constraints,"def utc
      return self if @utc
      Timestamp.send(:new!, @value, @sub_second, :utc)
    end"
TZInfo::Timestamp,to_time,Ret,"",{ TZInfo::Timestamp#to_time ret: ret },Time,N,,"def to_time
      time = new_time

      if @utc_offset && !@utc
        time.localtime(@utc_offset)
      else
        time.utc
      end
    end"
TZInfo::Timestamp,to_datetime,Ret,"",{ TZInfo::Timestamp#to_datetime ret: ret },DateTime,N,,"def to_datetime
      new_datetime
    end"
TZInfo::Timestamp,to_i,Ret,"",Number,Number,E,Twin,"def to_i
      value
    end"
TZInfo::Timestamp,strftime,Arg,format,{ TZInfo::Timestamp#strftime arg: format },String,N,,"def strftime(format)
      raise ArgumentError, 'format must be specified' unless format
      to_time.strftime(format)
    end"
TZInfo::Timestamp,strftime,Ret,"",String,String,E,Twin,"def strftime(format)
      raise ArgumentError, 'format must be specified' unless format
      to_time.strftime(format)
    end"
TZInfo::Timestamp,to_s,Ret,"",String,String,E,Constraints,"def to_s
      return value_and_sub_second_to_s unless @utc_offset
      return ""#{value_and_sub_second_to_s} UTC"" if @utc

      sign = @utc_offset >= 0 ? '+' : '-'
      min, sec = @utc_offset.abs.divmod(60)
      hour, min = min.divmod(60)

      ""#{value_and_sub_second_to_s(@utc_offset)} #{sign}#{'%02d' % hour}:#{'%02d' % min}#{sec > 0 ? ':%02d' % sec : nil}#{@utc_offset != 0 ? "" (#{value_and_sub_second_to_s} UTC)"" : nil}""
    end"
TZInfo::Timestamp,<=>,Arg,t,([ kind_of?: (Class) -> { { TZInfo::Timestamp#<=> arg: t }#kind_of? call_ret: ret } ] and [ sub_second: () -> { { TZInfo::Timestamp#<=> arg: t }#sub_second call_ret: ret } ] and [ utc_offset: () -> { { TZInfo::Timestamp#<=> arg: t }#utc_offset call_ret: ret } ] and [ value: () -> { { TZInfo::Timestamp#<=> arg: t }#value call_ret: ret } ]),Timestamp,TS,Constraints,"def <=>(t)
      return nil unless t.kind_of?(Timestamp)
      return nil if utc_offset && !t.utc_offset
      return nil if !utc_offset && t.utc_offset

      result = value <=> t.value
      result = sub_second <=> t.sub_second if result == 0
      result
    end"
TZInfo::Timestamp,<=>,Ret,"",Number,Number,E,Twin,"def <=>(t)
      return nil unless t.kind_of?(Timestamp)
      return nil if utc_offset && !t.utc_offset
      return nil if !utc_offset && t.utc_offset

      result = value <=> t.value
      result = sub_second <=> t.sub_second if result == 0
      result
    end"
TZInfo::Timestamp,hash,Ret,"",Number,Number,E,Constraints,"def hash
      [@value, @sub_second, !!@utc_offset].hash
    end"
TZInfo::Timestamp,inspect,Ret,"",String,String,E,Constraints,"def inspect
      ""#<#{self.class}: @value=#{@value}, @sub_second=#{@sub_second}, @utc_offset=#{@utc_offset.inspect}, @utc=#{@utc.inspect}>""
    end"
TZInfo::Timestamp,new_time,Arg,klass,"?[ at: ({ TZInfo::Timestamp# var: @value }, { { TZInfo::Timestamp# var: @sub_second }#* call_ret: ret }) -> { { TZInfo::Timestamp#new_time arg: klass }#at call_ret: ret } ]",Class,TS,Constraints,"def new_time(klass = Time)
      klass.at(@value, @sub_second * 1_000_000)
    end"
TZInfo::Timestamp,new_datetime,Arg,klass,?[ jd: (Number) -> { { TZInfo::Timestamp#new_datetime arg: klass }#jd call_ret: ret } ],Class,TS,Constraints,"def new_datetime(klass = DateTime)
      datetime = klass.jd(JD_EPOCH + ((@value.to_r + @sub_second) / 86400))
      @utc_offset && @utc_offset != 0 ? datetime.new_offset(Rational(@utc_offset, 86400)) : datetime
    end"
TZInfo::Timestamp,value_and_sub_second_to_s,Arg,offset,?Number,Number,E,Constraints,"def value_and_sub_second_to_s(offset = 0)
      ""#{@value + offset}#{sub_second_to_s}""
    end"
TZInfo::Timestamp,value_and_sub_second_to_s,Ret,"",String,String,E,Constraints,"def value_and_sub_second_to_s(offset = 0)
      ""#{@value + offset}#{sub_second_to_s}""
    end"
TZInfo::Timestamp,sub_second_to_s,Ret,"",String,String,E,Constraints,"def sub_second_to_s
      if @sub_second == 0
        ''
      else
        "" #{@sub_second.numerator}/#{@sub_second.denominator}""
      end
    end"
TZInfo::Timestamp,initialize!,Arg,value,(Number and [ to_r: () -> { { TZInfo::Timestamp# var: @value }#to_r call_ret: ret } ]),Number,TS,Constraints,"def initialize!(value, sub_second = 0, utc_offset = nil)
      @value = value

      # Convert Rational(0,1) to 0.
      @sub_second = sub_second == 0 ? 0 : sub_second

      if utc_offset
        @utc = utc_offset == :utc
        @utc_offset = @utc ? 0 : utc_offset
      else
        @utc = @utc_offset = nil
      end
    end"
TZInfo::Timestamp,initialize!,Arg,sub_second,?Number,Number,E,Twin,"def initialize!(value, sub_second = 0, utc_offset = nil)
      @value = value

      # Convert Rational(0,1) to 0.
      @sub_second = sub_second == 0 ? 0 : sub_second

      if utc_offset
        @utc = utc_offset == :utc
        @utc_offset = @utc ? 0 : utc_offset
      else
        @utc = @utc_offset = nil
      end
    end"
TZInfo::Timestamp,initialize!,Arg,utc_offset,?Number,Object,E,Twin,"def initialize!(value, sub_second = 0, utc_offset = nil)
      @value = value

      # Convert Rational(0,1) to 0.
      @sub_second = sub_second == 0 ? 0 : sub_second

      if utc_offset
        @utc = utc_offset == :utc
        @utc_offset = @utc ? 0 : utc_offset
      else
        @utc = @utc_offset = nil
      end
    end"
[s]TZInfo::TimestampWithOffset,set_timezone_offset,Arg,timestamp,([ sub_second: () -> { { [s]TZInfo::TimestampWithOffset#set_timezone_offset arg: timestamp }#sub_second call_ret: ret } ] and [ value: () -> { { [s]TZInfo::TimestampWithOffset#set_timezone_offset arg: timestamp }#value call_ret: ret } ]),Timestamp,TS,Constraints,"def self.set_timezone_offset(timestamp, timezone_offset)
      raise ArgumentError, 'timestamp must be specified' unless timestamp
      raise ArgumentError, 'timezone_offset must be specified' unless timezone_offset
      RDL.type_cast(new!(timestamp.value, timestamp.sub_second, timezone_offset.observed_utc_offset), ""TZInfo::TimestampWithOffset"").set_timezone_offset(timezone_offset)
    end"
[s]TZInfo::TimestampWithOffset,set_timezone_offset,Arg,timezone_offset,TZInfo::TimezoneOffset,TimezoneOffset,E,Constraints,"def self.set_timezone_offset(timestamp, timezone_offset)
      raise ArgumentError, 'timestamp must be specified' unless timestamp
      raise ArgumentError, 'timezone_offset must be specified' unless timezone_offset
      RDL.type_cast(new!(timestamp.value, timestamp.sub_second, timezone_offset.observed_utc_offset), ""TZInfo::TimestampWithOffset"").set_timezone_offset(timezone_offset)
    end"
[s]TZInfo::TimestampWithOffset,set_timezone_offset,Ret,"",TZInfo::TimestampWithOffset,TimestampWithOffset,E,Constraints,"def self.set_timezone_offset(timestamp, timezone_offset)
      raise ArgumentError, 'timestamp must be specified' unless timestamp
      raise ArgumentError, 'timezone_offset must be specified' unless timezone_offset
      RDL.type_cast(new!(timestamp.value, timestamp.sub_second, timezone_offset.observed_utc_offset), ""TZInfo::TimestampWithOffset"").set_timezone_offset(timezone_offset)
    end"
TZInfo::TimestampWithOffset,set_timezone_offset,Arg,timezone_offset,TZInfo::TimezoneOffset,TimezoneOffset,E,Constraints,"def set_timezone_offset(timezone_offset)
      raise ArgumentError, 'timezone_offset must be specified' unless timezone_offset
      raise ArgumentError, 'timezone_offset.observed_utc_offset does not match self.utc_offset' if utc? || utc_offset != timezone_offset.observed_utc_offset
      @timezone_offset = timezone_offset
      self
    end"
TZInfo::TimestampWithOffset,set_timezone_offset,Ret,"",TZInfo::TimestampWithOffset,TimestampWithOffset,E,Constraints,"def set_timezone_offset(timezone_offset)
      raise ArgumentError, 'timezone_offset must be specified' unless timezone_offset
      raise ArgumentError, 'timezone_offset.observed_utc_offset does not match self.utc_offset' if utc? || utc_offset != timezone_offset.observed_utc_offset
      @timezone_offset = timezone_offset
      self
    end"
TZInfo::TimestampWithOffset,to_time,Ret,"",String,Time,T,Twin,"def to_time
      to = timezone_offset
      if to
        new_time(TimeWithOffset).set_timezone_offset(to)
      else
        super
      end
    end"
TZInfo::TimestampWithOffset,to_datetime,Ret,"",String,DateTime,T,Twin,"def to_datetime
      to = timezone_offset
      if to
        new_datetime(DateTimeWithOffset).set_timezone_offset(to)
      else
        super
      end
    end"
TZInfo::OffsetTimezonePeriod,initialize,Arg,offset,TZInfo::TimezoneOffset,TimezoneOffset,E,Twin,"def initialize(offset)
      super
    end"
TZInfo::OffsetTimezonePeriod,initialize,Ret,"",self,self,E,,"def initialize(offset)
      super
    end"
TZInfo::OffsetTimezonePeriod,start_transition,Ret,"",TZInfo::TransitionsTimezonePeriod,TimezoneTransition,T,Twin,"def start_transition
      nil
    end"
TZInfo::OffsetTimezonePeriod,end_transition,Ret,"",TZInfo::TransitionsTimezonePeriod,TimezoneTransition,T,Twin,"def end_transition
      nil
    end"
TZInfo::OffsetTimezonePeriod,==,Arg,p,([ kind_of?: (Class) -> { { TZInfo::OffsetTimezonePeriod#== arg: p }#kind_of? call_ret: ret } ] and [ offset: () -> { { TZInfo::OffsetTimezonePeriod#== arg: p }#offset call_ret: ret } ]),Object,TS,Constraints,"def ==(p)
      p.kind_of?(OffsetTimezonePeriod) && offset == p.offset
    end"
TZInfo::OffsetTimezonePeriod,==,Ret,"",(false or true),(false or true),E,Constraints,"def ==(p)
      p.kind_of?(OffsetTimezonePeriod) && offset == p.offset
    end"
TZInfo::OffsetTimezonePeriod,hash,Ret,"",Number,Number,E,Twin,"def hash
      offset.hash
    end"
[s]TZInfo::Country,get,Arg,code,TZInfo::TimezoneOffset,String,T,Twin,"def get(code)
        Country.new(data_source.get_country_info(code))
      end"
[s]TZInfo::Country,get,Ret,"",TZInfo::Country,Country,E,Constraints,"def get(code)
        Country.new(data_source.get_country_info(code))
      end"
[s]TZInfo::Country,all_codes,Ret,"",Number,Array<String>,T,Constraints,"def all_codes
        data_source.country_codes
      end"
[s]TZInfo::Country,all,Ret,"",{ [s]TZInfo::Country#all ret: ret },Array<Country>,N,,"def all
        data_source.country_codes.collect {|code| get(code)}
      end"
[s]TZInfo::Country,data_source,Ret,"",(TZInfo::DataSources::RubyDataSource or TZInfo::DataSources::ZoneinfoDataSource),DataSource,E,Constraints,"def data_source
        DataSource.get
      end"
TZInfo::Country,initialize,Arg,info,([ code: () -> { { TZInfo::Country# var: @info }#code call_ret: ret } ] and [ name: () -> { { TZInfo::Country# var: @info }#name call_ret: ret } ] and [ zones: () -> { { TZInfo::Country# var: @info }#zones call_ret: ret } ]),TZInfo::DataSources::CountryInfo,TS,Constraints,"def initialize(info)
      @info = info
    end"
TZInfo::Country,initialize,Ret,"",self,self,E,,"def initialize(info)
      @info = info
    end"
TZInfo::Country,code,Ret,"",Number,String,T,Twin,"def code
      @info.code
    end"
TZInfo::Country,name,Ret,"",String,String,E,Twin,"def name
      @info.name
    end"
TZInfo::Country,to_s,Ret,"",String,String,E,Constraints,"def to_s
      name
    end"
TZInfo::Country,inspect,Ret,"",String,String,E,Constraints,"def inspect
      ""#<#{self.class}: #{@info.code}>""
    end"
TZInfo::Country,zone_identifiers,Ret,"",Number,Array<String>,T,Twin,"def zone_identifiers
      zone_info.map(&:identifier)
    end"
